Age,Gender,Sport,WatchTime,PreviousClicks,Device,AdCategory
39,F,Cricket,98,0,Mobile,Food
37,F,Football,171,15,Mobile,Sports
46,F,Football,136,7,TV,Sports
29,M,Cricket,105,18,Mobile,Sports
37,M,Cricket,31,10,TV,Food
57,M,Football,109,11,Mobile,Sports
48,F,Football,98,8,Laptop,Travel
43,M,Cricket,62,18,Laptop,Food
51,F,Football,54,16,TV,Travel
54,F,Cricket,179,16,TV,Food
26,F,Football,160,4,Laptop,Sports
58,F,Cricket,52,10,Laptop,Food
23,M,Cricket,131,18,Mobile,Gaming
51,F,Cricket,134,15,Mobile,Food
25,M,Cricket,61,12,Mobile,Travel
58,M,Football,59,14,TV,Travel
48,M,Cricket,160,11,Mobile,Food
26,M,Football,123,15,TV,Sports
26,M,Cricket,142,9,TV,Sports
23,M,Cricket,109,7,Mobile,Sports
21,M,Cricket,125,2,Laptop,Sports
59,M,Cricket,16,6,Laptop,Food
55,F,Football,178,13,Laptop,Sports
56,M,Football,131,6,Mobile,Sports
19,F,Football,139,13,TV,Gaming
35,F,Cricket,65,18,Mobile,Food
44,F,Cricket,26,5,Mobile,Food
30,F,Football,31,14,Laptop,Travel
50,F,Football,41,3,TV,Travel
42,M,Football,134,4,TV,Sports
22,M,Football,98,12,Mobile,Gaming
27,F,Football,155,19,TV,Sports
59,M,Football,45,4,Mobile,Travel
19,F,Football,131,4,Laptop,Sports
52,F,Cricket,109,1,TV,Food
29,M,Football,109,2,Mobile,Sports
49,F,Football,135,0,Mobile,Sports
21,F,Football,123,17,Laptop,Gaming
58,M,Football,95,18,Laptop,Travel
43,F,Football,162,8,TV,Sports
23,F,Cricket,92,1,Laptop,Travel
23,M,Cricket,131,2,TV,Sports
32,M,Cricket,155,12,Mobile,Food
48,M,Cricket,8,13,TV,Food
41,M,Football,159,3,Mobile,Sports
42,M,Football,20,13,Mobile,Travel
32,F,Cricket,70,10,Mobile,Food
41,M,Cricket,117,18,TV,Food
27,M,Cricket,18,4,Laptop,Travel
37,F,Cricket,90,20,TV,Food
53,M,Football,61,3,Laptop,Travel
59,F,Cricket,133,11,TV,Food
19,M,Cricket,29,11,Laptop,Gaming
32,M,Cricket,95,18,Mobile,Food
33,M,Football,106,15,TV,Sports
35,F,Cricket,138,14,TV,Food
58,M,Football,146,4,Laptop,Sports
48,M,Cricket,140,0,Laptop,Food
32,F,Football,14,7,Mobile,Travel
53,F,Cricket,104,9,TV,Food
30,M,Football,179,13,Laptop,Sports
33,F,Football,55,2,Mobile,Travel
59,F,Football,142,6,Mobile,Sports
51,F,Cricket,163,5,Mobile,Food
60,F,Cricket,119,8,Mobile,Food
59,M,Football,174,11,TV,Sports
42,F,Football,26,8,TV,Travel
30,F,Football,18,11,Mobile,Travel
38,F,Cricket,82,13,Laptop,Food
42,F,Football,13,6,Mobile,Travel
49,F,Football,41,0,Mobile,Travel
27,M,Football,15,7,TV,Travel
57,M,Football,61,1,Mobile,Travel
46,M,Cricket,120,20,TV,Food
40,M,Cricket,153,8,Laptop,Food
35,F,Football,25,9,Laptop,Travel
53,F,Cricket,20,6,Laptop,Food
45,F,Cricket,29,17,Mobile,Food
39,M,Football,91,0,Laptop,Travel
36,F,Cricket,149,3,Laptop,Food
52,F,Cricket,29,12,TV,Food
38,M,Cricket,136,4,TV,Food
59,F,Football,129,17,TV,Sports
43,F,Football,62,9,Laptop,Travel
49,F,Football,19,3,Mobile,Travel
28,F,Cricket,145,4,Laptop,Sports
56,F,Football,94,16,Laptop,Travel
46,F,Cricket,51,8,TV,Food
35,M,Football,175,9,Laptop,Sports
45,F,Football,117,19,Laptop,Sports
18,F,Football,130,1,Mobile,Sports
54,M,Cricket,137,5,Mobile,Food
24,F,Cricket,46,5,TV,Travel
27,F,Football,24,20,TV,Travel
52,F,Football,48,17,TV,Travel
36,M,Cricket,90,7,Laptop,Food
49,M,Cricket,98,3,Mobile,Food
23,M,Cricket,150,15,Laptop,Gaming
31,F,Football,34,12,TV,Travel
25,M,Cricket,67,12,Mobile,Travel
20,M,Cricket,153,9,TV,Gaming
22,F,Cricket,35,19,Laptop,Gaming
49,F,Football,82,17,Mobile,Travel
40,F,Football,44,5,Mobile,Travel
27,M,Football,74,11,Laptop,Travel
42,M,Football,177,8,TV,Sports
47,F,Cricket,16,13,TV,Food
42,M,Cricket,61,17,TV,Food
45,M,Football,163,18,Mobile,Sports
21,F,Football,93,2,TV,Travel
55,F,Football,139,6,TV,Sports
19,M,Football,134,2,Mobile,Sports
53,F,Football,51,2,Laptop,Travel
48,F,Cricket,70,8,Laptop,Food
52,M,Cricket,55,2,Laptop,Food
29,F,Football,150,14,TV,Sports
39,M,Football,40,4,Laptop,Travel
25,F,Cricket,29,3,TV,Travel
57,M,Cricket,77,4,Laptop,Food
56,M,Cricket,74,13,Mobile,Food
42,M,Cricket,64,18,Laptop,Food
26,M,Football,71,17,Mobile,Travel
21,F,Cricket,21,17,Mobile,Gaming
43,F,Football,157,18,Mobile,Sports
19,F,Football,32,20,Laptop,Gaming
42,F,Football,34,11,TV,Travel
22,F,Football,101,13,TV,Gaming
47,M,Cricket,15,20,TV,Food
28,F,Cricket,61,8,TV,Travel
50,M,Football,159,12,TV,Sports
46,M,Cricket,115,13,Laptop,Food
57,F,Football,63,15,TV,Travel
35,M,Football,125,9,Laptop,Sports
33,M,Football,86,14,TV,Travel
54,F,Football,154,18,Mobile,Sports
55,F,Football,19,0,Laptop,Travel
18,M,Football,75,7,Mobile,Travel
20,M,Cricket,153,19,Mobile,Gaming
30,F,Cricket,139,15,Laptop,Sports
60,M,Football,62,12,Laptop,Travel
51,M,Football,119,15,Laptop,Sports
37,F,Cricket,36,0,TV,Food
36,F,Football,85,2,Laptop,Travel
41,F,Football,76,8,TV,Travel
34,F,Cricket,116,2,Laptop,Food
35,M,Football,139,1,TV,Sports
43,M,Football,127,9,Mobile,Sports
30,F,Cricket,157,15,TV,Sports
24,F,Football,86,9,TV,Gaming
45,M,Cricket,66,20,Laptop,Food
27,M,Cricket,172,0,Mobile,Sports
29,M,Cricket,88,3,TV,Travel
21,M,Cricket,134,15,TV,Gaming
35,F,Football,91,5,TV,Travel
19,F,Cricket,82,20,Mobile,Gaming
41,F,Cricket,72,8,TV,Food
53,M,Football,156,14,Laptop,Sports
28,M,Football,101,8,Laptop,Sports
26,M,Cricket,124,10,TV,Sports
49,F,Cricket,126,19,Mobile,Food
42,M,Cricket,16,6,Mobile,Food
39,M,Cricket,61,6,TV,Food
48,M,Football,107,15,TV,Sports
43,F,Cricket,168,5,Laptop,Food
34,M,Football,141,2,TV,Sports
37,F,Football,118,4,Laptop,Sports
21,M,Cricket,164,16,Laptop,Gaming
60,F,Cricket,27,2,Mobile,Food
56,M,Cricket,178,18,TV,Food
39,M,Football,169,9,Mobile,Sports
41,F,Cricket,122,19,TV,Food
52,F,Football,8,17,Mobile,Travel
31,F,Football,169,11,Laptop,Sports
60,M,Football,64,16,TV,Travel
41,M,Football,30,0,Laptop,Travel
52,F,Cricket,91,2,Laptop,Food
59,M,Cricket,34,5,Mobile,Food
42,M,Cricket,56,12,Mobile,Food
59,F,Cricket,97,4,Laptop,Food
32,M,Football,41,16,Mobile,Travel
43,M,Cricket,107,14,Mobile,Food
18,F,Football,131,17,Laptop,Gaming
39,F,Football,103,11,TV,Sports
26,M,Cricket,24,13,Laptop,Travel
39,F,Cricket,74,16,Laptop,Food
19,F,Football,67,12,TV,Gaming
45,F,Cricket,126,10,Mobile,Food
51,M,Football,57,12,Laptop,Travel
44,F,Cricket,41,7,Laptop,Food
49,M,Cricket,43,6,Laptop,Food
48,F,Football,17,8,Laptop,Travel
59,F,Cricket,79,0,Laptop,Food
34,F,Cricket,76,10,TV,Food
59,M,Football,139,11,Mobile,Sports
58,M,Football,159,16,TV,Sports
36,F,Football,115,19,Mobile,Sports
20,M,Football,27,10,TV,Gaming
33,F,Cricket,146,20,Mobile,Food
33,F,Football,121,12,TV,Sports
41,F,Football,36,4,TV,Travel
32,F,Football,121,18,TV,Sports
41,M,Cricket,18,19,TV,Food
36,M,Football,112,16,TV,Sports
36,F,Cricket,79,20,TV,Food
29,M,Football,179,4,TV,Sports
22,F,Football,14,19,TV,Gaming
23,M,Football,154,7,TV,Sports
31,F,Football,12,4,Mobile,Travel
30,M,Cricket,120,14,TV,Sports
45,F,Football,161,8,Mobile,Sports
23,F,Football,117,13,Mobile,Gaming
48,M,Football,40,10,Mobile,Travel
23,M,Football,164,0,Laptop,Sports
54,M,Football,66,13,Mobile,Travel
52,M,Cricket,145,9,Mobile,Food
43,F,Cricket,94,16,TV,Food
30,M,Football,157,15,Laptop,Sports
55,F,Cricket,79,2,Laptop,Food
57,M,Cricket,72,18,Mobile,Food
18,F,Football,168,12,Laptop,Gaming
60,M,Football,82,19,Mobile,Travel
46,M,Cricket,144,4,TV,Food
43,F,Football,101,17,Mobile,Sports
41,F,Cricket,149,13,Laptop,Food
42,F,Football,136,13,Laptop,Sports
18,M,Cricket,77,8,Laptop,Travel
56,F,Cricket,46,12,Laptop,Food
20,M,Football,43,16,TV,Gaming
22,F,Football,88,13,TV,Gaming
22,F,Football,116,5,Laptop,Sports
27,M,Football,11,14,TV,Travel
59,M,Football,94,8,Mobile,Travel
28,M,Football,150,10,Laptop,Sports
18,M,Cricket,68,19,TV,Gaming
22,F,Cricket,101,9,Laptop,Gaming
60,M,Football,55,3,Mobile,Travel
20,M,Cricket,68,1,Mobile,Travel
19,F,Cricket,167,4,Laptop,Sports
25,F,Cricket,92,8,Mobile,Travel
34,F,Football,171,20,Mobile,Sports
60,M,Football,48,13,TV,Travel
57,F,Cricket,153,0,Mobile,Food
36,F,Cricket,13,18,TV,Food
49,M,Football,28,0,Laptop,Travel
36,F,Football,55,13,TV,Travel
35,M,Cricket,126,14,Laptop,Food
59,M,Football,21,8,Laptop,Travel
27,M,Cricket,89,9,Laptop,Travel
52,M,Football,30,7,TV,Travel
60,M,Cricket,166,0,TV,Food
30,M,Cricket,135,17,Laptop,Sports
48,M,Football,139,0,Mobile,Sports
46,F,Cricket,178,7,Laptop,Food
57,F,Cricket,154,11,TV,Food
37,F,Cricket,89,20,Mobile,Food
40,F,Football,125,13,Laptop,Sports
48,M,Football,179,17,TV,Sports
57,F,Football,21,2,Laptop,Travel
41,M,Football,27,8,Mobile,Travel
43,F,Cricket,35,0,TV,Food
20,F,Cricket,135,9,TV,Gaming
42,F,Cricket,123,19,Mobile,Food
51,F,Football,131,6,Laptop,Sports
38,M,Football,89,17,TV,Travel
58,M,Cricket,41,10,TV,Food
37,F,Football,81,3,Laptop,Travel
25,F,Football,147,3,Mobile,Sports
25,F,Football,40,7,Mobile,Travel
29,F,Football,157,10,TV,Sports
34,F,Football,110,5,TV,Sports
40,F,Football,39,5,Mobile,Travel
49,F,Cricket,99,2,Mobile,Food
57,M,Football,160,13,TV,Sports
50,F,Cricket,111,14,TV,Food
18,F,Cricket,88,13,Mobile,Gaming
40,F,Cricket,100,15,Laptop,Food
38,F,Football,152,6,TV,Sports
47,F,Cricket,24,15,TV,Food
19,F,Cricket,89,16,TV,Gaming
52,F,Football,96,6,Mobile,Travel
40,F,Cricket,97,0,TV,Food
21,F,Football,56,10,Laptop,Gaming
55,M,Football,60,8,TV,Travel
54,M,Football,163,4,Laptop,Sports
53,F,Football,8,12,Laptop,Travel
48,M,Football,158,14,Mobile,Sports
60,M,Football,36,12,Mobile,Travel
45,F,Cricket,104,9,Laptop,Food
58,F,Football,146,0,TV,Sports
54,F,Football,173,18,Mobile,Sports
38,F,Cricket,50,6,Laptop,Food
55,F,Football,26,0,Laptop,Travel
46,F,Cricket,104,13,TV,Food
47,M,Football,173,5,Laptop,Sports
21,M,Cricket,108,8,Mobile,Sports
50,M,Cricket,11,10,TV,Food
28,F,Cricket,47,16,TV,Travel
27,M,Cricket,101,17,TV,Sports
52,F,Cricket,80,11,TV,Food
52,M,Football,90,1,Mobile,Travel
21,F,Cricket,109,5,TV,Sports
33,F,Football,37,10,Mobile,Travel
40,M,Football,90,4,Mobile,Travel
28,F,Cricket,93,4,TV,Travel
29,M,Cricket,63,19,TV,Travel
19,F,Cricket,86,0,TV,Travel
23,M,Football,143,4,TV,Sports
24,F,Cricket,44,8,TV,Travel
57,M,Football,95,10,Mobile,Travel
55,F,Cricket,47,2,TV,Food
51,F,Cricket,120,5,Mobile,Food
45,M,Cricket,10,8,Mobile,Food
36,M,Cricket,137,12,Laptop,Food
35,F,Football,20,13,TV,Travel
43,F,Cricket,61,13,TV,Food
28,F,Football,11,19,Mobile,Travel
55,F,Cricket,44,13,Laptop,Food
42,F,Football,136,14,TV,Sports
19,M,Football,166,1,TV,Sports
42,F,Football,149,16,Mobile,Sports
41,F,Cricket,53,9,TV,Food
28,F,Cricket,14,1,Mobile,Travel
60,M,Cricket,121,9,TV,Food
59,F,Football,117,4,Mobile,Sports
60,M,Football,95,7,Laptop,Travel
47,M,Football,11,6,TV,Travel
50,F,Football,31,9,Mobile,Travel
28,F,Cricket,166,20,Mobile,Sports
51,F,Football,30,18,TV,Travel
47,F,Football,124,2,Mobile,Sports
26,M,Cricket,90,11,Mobile,Travel
59,M,Football,167,20,TV,Sports
19,M,Football,102,0,TV,Sports
26,M,Football,150,13,Laptop,Sports
48,M,Football,42,15,Laptop,Travel
21,F,Football,125,13,Laptop,Gaming
41,F,Football,35,19,TV,Travel
31,F,Football,105,10,Laptop,Sports
27,F,Football,171,6,Laptop,Sports
30,M,Football,42,1,Mobile,Travel
23,F,Cricket,80,0,TV,Travel
37,F,Cricket,30,18,TV,Food
29,M,Cricket,177,19,Mobile,Sports
33,F,Cricket,140,17,TV,Food
24,F,Cricket,128,6,Laptop,Sports
58,M,Football,154,18,TV,Sports
33,M,Cricket,48,11,Mobile,Food
29,F,Football,172,1,TV,Sports
26,F,Football,101,19,TV,Sports
42,F,Cricket,151,6,Mobile,Food
32,F,Cricket,74,14,Mobile,Food
46,M,Cricket,164,11,TV,Food
37,M,Football,107,7,TV,Sports
58,M,Football,43,16,TV,Travel
37,M,Cricket,10,1,Mobile,Food
24,M,Cricket,159,9,Mobile,Gaming
26,M,Cricket,61,1,Mobile,Travel
50,M,Football,95,14,Mobile,Travel
32,F,Football,144,14,Laptop,Sports
22,F,Football,5,2,Mobile,Travel
29,M,Cricket,36,8,Laptop,Travel
18,F,Cricket,88,4,TV,Travel
56,F,Football,28,10,Mobile,Travel
58,M,Football,75,17,TV,Travel
43,F,Football,132,4,Mobile,Sports
24,F,Cricket,57,5,Laptop,Travel
49,M,Football,113,6,Laptop,Sports
48,F,Cricket,92,14,TV,Food
26,F,Football,86,18,TV,Travel
23,F,Football,64,2,Mobile,Travel
46,F,Football,136,3,Mobile,Sports
46,M,Cricket,154,15,Laptop,Food
45,F,Cricket,115,17,Mobile,Food
21,F,Cricket,180,6,TV,Sports
60,M,Cricket,81,15,Mobile,Food
56,M,Cricket,51,14,Laptop,Food
45,M,Football,111,9,Laptop,Sports
39,M,Cricket,71,15,Mobile,Food
39,M,Cricket,168,11,Laptop,Food
25,M,Football,120,10,TV,Sports
28,F,Cricket,147,4,Laptop,Sports
45,F,Cricket,62,0,Laptop,Food
33,F,Football,165,7,Laptop,Sports
21,M,Football,90,3,TV,Travel
34,M,Cricket,5,4,TV,Food
47,M,Football,15,19,Mobile,Travel
22,F,Cricket,106,3,Mobile,Sports
32,F,Football,45,16,Laptop,Travel
44,F,Football,116,12,Laptop,Sports
26,M,Cricket,99,0,Mobile,Travel
19,F,Cricket,171,9,Mobile,Gaming
45,M,Football,108,6,Laptop,Sports
34,F,Football,101,8,Mobile,Sports
31,M,Football,18,14,Mobile,Travel
44,M,Football,162,2,TV,Sports
26,F,Cricket,10,1,TV,Travel
45,F,Cricket,123,20,Mobile,Food
37,M,Football,172,18,Laptop,Sports
59,F,Football,156,14,TV,Sports
22,F,Cricket,57,17,Mobile,Gaming
39,F,Cricket,123,4,Mobile,Food
53,F,Cricket,148,8,Laptop,Food
36,M,Football,18,8,TV,Travel
22,M,Cricket,175,14,TV,Gaming
34,F,Cricket,22,1,Mobile,Food
38,F,Football,6,4,Laptop,Travel
20,M,Cricket,146,19,Laptop,Gaming
29,M,Football,85,6,Laptop,Travel
29,M,Cricket,41,19,Mobile,Travel
42,F,Cricket,49,0,Laptop,Food
26,M,Football,90,2,TV,Travel
19,F,Football,42,20,Laptop,Gaming
39,F,Cricket,36,19,Laptop,Food
23,F,Football,19,20,TV,Gaming
48,F,Cricket,175,11,Laptop,Food
49,M,Cricket,20,8,TV,Food
32,M,Cricket,160,17,TV,Food
51,F,Football,85,4,Mobile,Travel
28,M,Cricket,84,12,Mobile,Travel
58,F,Cricket,103,4,Laptop,Food
44,F,Football,139,11,Mobile,Sports
37,M,Football,45,12,TV,Travel
39,F,Football,38,0,Laptop,Travel
20,F,Cricket,46,13,TV,Gaming
32,M,Football,51,6,TV,Travel
28,F,Cricket,180,15,Mobile,Sports
27,M,Football,107,1,Laptop,Sports
39,F,Cricket,99,18,TV,Food
42,F,Cricket,129,4,Mobile,Food
46,F,Football,74,18,Mobile,Travel
42,F,Football,52,12,Mobile,Travel
51,M,Football,84,18,Laptop,Travel
52,M,Football,6,19,Laptop,Travel
44,F,Football,94,12,TV,Travel
53,F,Football,144,9,Mobile,Sports
28,M,Cricket,137,11,TV,Sports
46,M,Football,129,10,Mobile,Sports
47,M,Football,174,17,TV,Sports
22,M,Football,16,11,Laptop,Gaming
53,F,Football,134,13,Mobile,Sports
31,M,Football,106,12,TV,Sports
24,M,Cricket,145,5,Mobile,Sports
59,F,Football,7,19,Laptop,Travel
35,F,Cricket,10,14,Mobile,Food
58,M,Football,112,15,Mobile,Sports
46,M,Football,6,11,Mobile,Travel
25,M,Cricket,96,16,Laptop,Travel
27,F,Football,172,16,TV,Sports
39,M,Football,89,9,Laptop,Travel
47,M,Cricket,160,10,TV,Food
28,F,Cricket,24,10,Laptop,Travel
57,M,Cricket,56,3,TV,Food
29,M,Cricket,101,2,Mobile,Sports
57,F,Cricket,12,18,Laptop,Food
29,M,Football,55,18,TV,Travel
48,M,Cricket,32,7,Mobile,Food
25,F,Football,180,10,Laptop,Sports
46,M,Cricket,20,5,TV,Food
19,F,Football,54,1,Laptop,Travel
57,F,Cricket,154,16,Mobile,Food
19,F,Cricket,91,18,TV,Gaming
54,F,Cricket,13,14,TV,Food
53,M,Cricket,71,1,Laptop,Food
21,M,Football,113,6,TV,Sports
33,M,Cricket,154,11,Laptop,Food
42,M,Football,13,7,Laptop,Travel
29,M,Cricket,141,19,Laptop,Sports
18,M,Football,105,15,Mobile,Gaming
35,M,Football,52,20,Laptop,Travel
21,M,Football,177,16,Mobile,Gaming
19,F,Football,106,17,Mobile,Gaming
18,F,Football,66,11,TV,Gaming
39,M,Football,6,2,TV,Travel
57,F,Football,29,10,Laptop,Travel
31,M,Football,131,7,Mobile,Sports
31,F,Cricket,5,18,Mobile,Food
45,M,Cricket,89,12,Laptop,Food
26,M,Football,123,12,Mobile,Sports
32,F,Football,6,16,Mobile,Travel
24,F,Cricket,123,10,TV,Gaming
34,M,Cricket,54,14,Laptop,Food
21,M,Football,169,18,Laptop,Gaming
56,F,Football,177,12,Mobile,Sports
42,M,Cricket,16,1,Mobile,Food
58,M,Cricket,75,18,Mobile,Food
46,F,Cricket,16,12,Mobile,Food
28,M,Football,44,17,Laptop,Travel
48,M,Cricket,136,19,TV,Food
58,M,Cricket,48,18,Mobile,Food
27,F,Cricket,119,7,Mobile,Sports
23,F,Cricket,12,20,TV,Gaming
44,F,Football,137,8,Mobile,Sports
20,F,Cricket,127,13,Laptop,Gaming
19,M,Cricket,60,3,TV,Travel
22,M,Football,103,7,Mobile,Sports
53,F,Football,23,9,Laptop,Travel
46,F,Cricket,133,15,Mobile,Food
38,M,Football,75,19,Mobile,Travel
44,F,Cricket,170,16,Laptop,Food
60,F,Football,179,7,Mobile,Sports
38,M,Cricket,145,3,Laptop,Food
21,M,Football,108,11,Mobile,Gaming
49,F,Cricket,81,6,Mobile,Food
23,F,Football,112,0,TV,Sports
54,F,Cricket,158,19,Mobile,Food
29,F,Cricket,108,5,Mobile,Sports
39,F,Football,177,5,Mobile,Sports
47,M,Cricket,52,1,Mobile,Food
28,F,Football,147,6,TV,Sports
20,F,Football,114,12,TV,Gaming
33,M,Football,80,9,TV,Travel
57,F,Cricket,14,17,Laptop,Food
28,F,Football,28,2,TV,Travel
52,M,Football,125,19,TV,Sports
25,M,Football,21,9,TV,Travel
47,M,Football,72,6,Laptop,Travel
36,F,Cricket,143,10,TV,Food
26,M,Football,157,5,TV,Sports
51,M,Football,128,1,TV,Sports
43,F,Football,138,2,Laptop,Sports
48,F,Football,92,11,Laptop,Travel
27,F,Football,108,8,TV,Sports
21,F,Cricket,74,5,Laptop,Travel
56,M,Football,5,6,Mobile,Travel
32,M,Cricket,122,19,Laptop,Food
42,F,Football,141,13,TV,Sports
27,F,Cricket,144,2,Mobile,Sports
57,F,Football,151,2,Mobile,Sports
31,F,Football,167,11,Mobile,Sports
30,F,Football,135,17,TV,Sports
50,M,Football,135,2,Mobile,Sports
58,F,Football,106,6,Mobile,Sports
24,M,Cricket,61,5,Laptop,Travel
26,M,Cricket,36,12,Mobile,Travel
43,F,Cricket,12,12,Laptop,Food
39,F,Football,116,7,Mobile,Sports
21,M,Cricket,40,6,Laptop,Travel
37,M,Football,93,7,Mobile,Travel
60,M,Cricket,110,2,Mobile,Food
51,M,Football,56,12,TV,Travel
56,F,Football,11,18,TV,Travel
25,M,Cricket,128,8,TV,Sports
26,F,Cricket,23,2,TV,Travel
38,F,Cricket,169,2,Laptop,Food
20,F,Cricket,108,8,Laptop,Sports
55,F,Cricket,132,9,Laptop,Food
30,F,Cricket,31,4,TV,Travel
45,F,Football,53,6,Laptop,Travel
43,F,Cricket,88,13,Mobile,Food
24,F,Football,168,2,Mobile,Sports
34,M,Cricket,120,18,TV,Food
46,F,Cricket,36,17,Mobile,Food
31,M,Cricket,91,11,Laptop,Food
55,F,Football,53,0,Laptop,Travel
23,F,Football,152,9,Laptop,Gaming
40,F,Cricket,16,3,Mobile,Food
30,M,Football,117,5,Mobile,Sports
29,F,Cricket,119,14,TV,Sports
19,F,Cricket,56,18,TV,Gaming
48,F,Football,156,1,Laptop,Sports
57,F,Cricket,66,13,Laptop,Food
30,F,Cricket,15,1,Mobile,Travel
18,F,Football,48,7,TV,Travel
57,M,Cricket,25,16,Laptop,Food
50,M,Cricket,55,20,TV,Food
45,F,Football,17,7,TV,Travel
25,M,Cricket,134,20,TV,Sports
18,F,Cricket,177,17,Laptop,Gaming
57,M,Cricket,16,16,Mobile,Food
43,F,Football,65,5,TV,Travel
36,M,Cricket,95,20,Laptop,Food
48,M,Football,70,17,TV,Travel
19,M,Football,35,13,TV,Gaming
34,F,Football,131,4,Laptop,Sports
52,F,Football,142,13,TV,Sports
45,F,Football,105,7,Mobile,Sports
50,M,Cricket,66,5,TV,Food
45,F,Football,41,2,Mobile,Travel
48,F,Football,115,1,TV,Sports
41,F,Cricket,177,6,Laptop,Food
39,M,Cricket,113,2,TV,Food
23,M,Cricket,78,16,Laptop,Gaming
29,M,Football,126,17,TV,Sports
53,F,Football,124,7,TV,Sports
25,F,Cricket,160,8,TV,Sports
55,F,Football,147,9,TV,Sports
50,F,Football,152,1,Mobile,Sports
31,M,Football,58,6,Mobile,Travel
37,F,Cricket,156,7,Mobile,Food
35,F,Cricket,157,2,Laptop,Food
25,M,Football,160,9,Mobile,Sports
49,M,Cricket,78,7,Laptop,Food
24,M,Football,58,8,Mobile,Travel
32,M,Cricket,136,3,TV,Food
35,F,Cricket,83,10,Mobile,Food
46,F,Football,142,11,Mobile,Sports
38,M,Cricket,112,3,Mobile,Food
60,F,Cricket,53,17,Laptop,Food
19,F,Football,26,2,Laptop,Travel
20,M,Cricket,36,0,Mobile,Travel
32,F,Cricket,51,8,TV,Food
38,M,Football,60,13,Mobile,Travel
37,F,Cricket,126,12,Laptop,Food
53,M,Football,83,19,Laptop,Travel
51,M,Cricket,96,14,TV,Food
47,M,Football,57,9,TV,Travel
45,M,Cricket,79,1,Mobile,Food
25,F,Football,102,5,TV,Sports
42,M,Cricket,144,16,Mobile,Food
40,M,Cricket,5,7,Laptop,Food
30,F,Football,40,8,Laptop,Travel
22,M,Cricket,64,17,Laptop,Gaming
53,F,Cricket,125,6,Mobile,Food
50,M,Football,121,19,Mobile,Sports
31,F,Football,52,17,Laptop,Travel
32,M,Cricket,84,10,Mobile,Food
27,F,Football,20,4,Mobile,Travel
27,F,Cricket,143,5,Mobile,Sports
21,M,Football,108,16,TV,Gaming
35,F,Cricket,155,11,Mobile,Food
32,F,Cricket,8,9,Laptop,Food
57,F,Cricket,145,3,TV,Food
18,M,Cricket,179,5,TV,Sports
51,M,Football,88,18,TV,Travel
34,F,Football,146,7,Mobile,Sports
51,F,Football,157,0,Laptop,Sports
29,M,Football,103,8,TV,Sports
47,F,Football,118,10,TV,Sports
20,M,Football,26,18,Laptop,Gaming
52,M,Football,66,4,Mobile,Travel
51,M,Football,95,19,Mobile,Travel
58,F,Cricket,45,2,Laptop,Food
40,M,Cricket,90,2,Laptop,Food
34,M,Football,105,10,Mobile,Sports
21,F,Football,38,10,Mobile,Gaming
36,M,Football,71,19,TV,Travel
43,M,Football,23,4,Mobile,Travel
49,F,Cricket,106,13,TV,Food
37,M,Cricket,29,6,Mobile,Food
51,F,Cricket,77,1,TV,Food
52,F,Football,126,11,Laptop,Sports
27,F,Cricket,110,4,Mobile,Sports
57,M,Football,157,1,TV,Sports
42,M,Football,72,3,TV,Travel
48,F,Cricket,114,18,TV,Food
53,M,Cricket,98,12,Laptop,Food
52,F,Football,171,7,Laptop,Sports
31,M,Football,161,1,TV,Sports
36,F,Cricket,56,18,Laptop,Food
36,M,Cricket,69,3,Mobile,Food
36,F,Football,102,5,Mobile,Sports
25,F,Football,86,13,Laptop,Travel
32,F,Cricket,8,20,Laptop,Food
41,F,Football,95,5,TV,Travel
44,F,Football,27,4,TV,Travel
21,M,Cricket,139,14,TV,Gaming
38,M,Football,143,4,TV,Sports
58,F,Cricket,173,3,Mobile,Food
35,F,Cricket,6,6,TV,Food
49,F,Cricket,63,4,TV,Food
20,F,Cricket,177,19,Mobile,Gaming
32,M,Cricket,90,10,Laptop,Food
47,F,Cricket,42,13,TV,Food
29,F,Football,18,8,TV,Travel
46,M,Football,110,10,TV,Sports
32,F,Football,105,6,Mobile,Sports
44,F,Football,91,0,Mobile,Travel
52,M,Football,172,3,TV,Sports
34,F,Cricket,68,0,Laptop,Food
43,F,Cricket,74,10,Mobile,Food
57,F,Cricket,152,6,Mobile,Food
47,F,Football,138,19,Laptop,Sports
25,F,Football,129,11,Mobile,Sports
52,M,Cricket,23,12,Mobile,Food
47,F,Cricket,130,0,Mobile,Food
57,M,Cricket,139,0,TV,Food
50,M,Football,169,4,Laptop,Sports
22,M,Football,107,5,Laptop,Sports
52,M,Cricket,141,3,Laptop,Food
41,F,Cricket,167,17,Laptop,Food
54,M,Cricket,54,20,TV,Food
38,M,Cricket,17,17,Mobile,Food
31,F,Cricket,121,11,Laptop,Food
40,M,Football,33,4,Laptop,Travel
58,F,Cricket,141,17,Laptop,Food
26,M,Cricket,126,6,Laptop,Sports
23,F,Football,73,20,TV,Gaming
36,M,Cricket,116,17,Mobile,Food
45,F,Football,35,17,Laptop,Travel
32,F,Cricket,141,8,TV,Food
51,M,Cricket,31,11,Mobile,Food
18,M,Football,150,2,Mobile,Sports
32,F,Cricket,81,5,Mobile,Food
21,M,Cricket,138,4,Mobile,Sports
52,F,Cricket,96,19,Laptop,Food
28,M,Cricket,37,2,Laptop,Travel
34,F,Cricket,162,18,Laptop,Food
